room	room_header	state	entry_door	fx_list	selected_record	expected_type	actual_type	expected_base_y	actual_base_y	target_y	velocity	liquid_options	classification
$02/$24	AEDF	AEEC	9576	8690	8690	Lava	Lava	FFFF	FFFF	FFFF	0000	03	HiddenLavaOrAcid
$02/$24	AEDF	AEEC	9696	8690	8690	Lava	Lava	FFFF	FFFF	FFFF	0000	03	HiddenLavaOrAcid
$02/$24	AEDF	AEEC	979E	8690	8690	Lava	Lava	FFFF	FFFF	FFFF	0000	03	HiddenLavaOrAcid
$02/$25	AF14	AF21	default	86A0	86A0	Lava	Lava	00D0	00D0	FFFF	0000	0B	VisibleLavaOrAcid
$02/$25	AF14	AF21	967E	86A0	86A0	Lava	Lava	00D0	00D0	FFFF	0000	0B	VisibleLavaOrAcid
$02/$25	AF14	AF21	96EA	86A0	86A0	Lava	Lava	00D0	00D0	FFFF	0000	0B	VisibleLavaOrAcid
$02/$26	AF3F	AF4C	default	86B0	86B0	Lava	Lava	FFFF	FFFF	FFFF	0000	03	HiddenLavaOrAcid
$02/$26	AF3F	AF4C	96DE	86B0	86B0	Lava	Lava	FFFF	FFFF	FFFF	0000	03	HiddenLavaOrAcid
$02/$26	AF3F	AF4C	982E	86B0	86B0	Lava	Lava	FFFF	FFFF	FFFF	0000	03	HiddenLavaOrAcid
$02/$26	AF3F	AF4C	986A	86B0	86B0	Lava	Lava	FFFF	FFFF	FFFF	0000	03	HiddenLavaOrAcid
$02/$27	AF72	AF7F	default	86C0	86C0	Lava	Lava	01C0	01C0	FFFF	0000	0B	VisibleLavaOrAcid
$02/$27	AF72	AF7F	956A	86C0	86C0	Lava	Lava	01C0	01C0	FFFF	0000	0B	VisibleLavaOrAcid
$02/$27	AF72	AF7F	97E6	86C0	86C0	Lava	Lava	01C0	01C0	FFFF	0000	0B	VisibleLavaOrAcid
$02/$27	AF72	AF7F	97F2	86C0	86C0	Lava	Lava	01C0	01C0	FFFF	0000	0B	VisibleLavaOrAcid
$02/$28	AFA3	AFB0	default	86D0	86E0	Lava	Lava	00C8	00C8	FFFF	0000	0B	VisibleLavaOrAcid
$02/$28	AFA3	AFB0	929A	86D0	86D0	Lava	Lava	0108	0108	00C0	FFE0	0B	VisibleLavaOrAcid
$02/$28	AFA3	AFB0	955E	86D0	86E0	Lava	Lava	00C8	00C8	FFFF	0000	0B	VisibleLavaOrAcid
$02/$29	AFCE	AFDB	default	86F0	86F0	Lava	Lava	00C5	00C5	FFFF	0000	0B	VisibleLavaOrAcid
$02/$29	AFCE	AFDB	93C6	86F0	86F0	Lava	Lava	00C5	00C5	FFFF	0000	0B	VisibleLavaOrAcid
$02/$29	AFCE	AFDB	9786	86F0	86F0	Lava	Lava	00C5	00C5	FFFF	0000	0B	VisibleLavaOrAcid
$02/$29	AFCE	AFDB	97FE	86F0	86F0	Lava	Lava	00C5	00C5	FFFF	0000	0B	VisibleLavaOrAcid
$02/$2A	AFFB	B008	default	8700	8700	Lava	Lava	00C6	00C6	FFFF	0000	03	VisibleLavaOrAcid
$02/$2A	AFFB	B008	968A	8700	8700	Lava	Lava	00C6	00C6	FFFF	0000	03	VisibleLavaOrAcid
$02/$2A	AFFB	B008	9792	8700	8700	Lava	Lava	00C6	00C6	FFFF	0000	03	VisibleLavaOrAcid
$02/$2B	B026	B033	default	8710	8710	Lava	Lava	FFFF	FFFF	FFFF	0000	01	HiddenLavaOrAcid
$02/$2B	B026	B033	9756	8710	8710	Lava	Lava	FFFF	FFFF	FFFF	0000	01	HiddenLavaOrAcid
$02/$2B	B026	B033	976E	8710	8710	Lava	Lava	FFFF	FFFF	FFFF	0000	01	HiddenLavaOrAcid
$02/$2C	B051	B05E	default	8720	8720	Lava	Lava	FFFF	FFFF	FFFF	0000	03	HiddenLavaOrAcid
$02/$2C	B051	B05E	96C6	8720	8720	Lava	Lava	FFFF	FFFF	FFFF	0000	03	HiddenLavaOrAcid
$02/$2D	B07A	B087	default	8730	8730	Lava	Lava	01B4	01B4	FFFF	0000	03	VisibleLavaOrAcid
$02/$2D	B07A	B087	958E	8730	8730	Lava	Lava	01B4	01B4	FFFF	0000	03	VisibleLavaOrAcid
$02/$2D	B07A	B087	95A6	8730	8730	Lava	Lava	01B4	01B4	FFFF	0000	03	VisibleLavaOrAcid
$02/$2E	B0B4	B0C1	default	8740	8740	Lava	Lava	FFFF	FFFF	FFFF	0000	01	HiddenLavaOrAcid
$02/$2E	B0B4	B0C1	9306	8740	8740	Lava	Lava	FFFF	FFFF	FFFF	0000	01	HiddenLavaOrAcid
$02/$2F	B0DD	B0EA	default	8750	8750	Lava	Lava	FFFF	FFFF	FFFF	0000	01	HiddenLavaOrAcid
$02/$2F	B0DD	B0EA	959A	8750	8750	Lava	Lava	FFFF	FFFF	FFFF	0000	01	HiddenLavaOrAcid
$02/$30	B106	B113	default	8760	none	None	None	0000	0000	0000	0000	00	None
$02/$30	B106	B113	970E	8760	none	None	None	0000	0000	0000	0000	00	None
$02/$30	B106	B113	980A	8760	none	None	None	0000	0000	0000	0000	00	None
$02/$31	B139	B146	default	8762	none	None	None	0000	0000	0000	0000	00	None
$02/$31	B139	B146	9726	8762	none	None	None	0000	0000	0000	0000	00	None
$02/$31	B139	B146	9762	8762	none	None	None	0000	0000	0000	0000	00	None
$02/$32	B167	B174	default	8764	none	None	None	0000	0000	0000	0000	00	None
$02/$32	B167	B174	92FA	8764	none	None	None	0000	0000	0000	0000	00	None
$02/$32	B167	B174	97DA	8764	none	None	None	0000	0000	0000	0000	00	None
$02/$33	B192	B19F	default	8766	none	None	None	0000	0000	0000	0000	00	None
$02/$33	B192	B19F	93BA	8766	none	None	None	0000	0000	0000	0000	00	None
$02/$34	B1BB	B1C8	default	8768	none	None	None	0000	0000	0000	0000	00	None
$02/$34	B1BB	B1C8	9702	8768	none	None	None	0000	0000	0000	0000	00	None
$02/$35	B1E5	B1F2	default	876A	877A	Acid	Acid	00C8	00C8	02D2	0000	02	VisibleLavaOrAcid
$02/$35	B1E5	B1F2	9852	876A	877A	Acid	Acid	00C8	00C8	02D2	0000	02	VisibleLavaOrAcid
$02/$35	B1E5	B1F2	9876	876A	876A	Acid	Acid	02D2	02D2	FFFF	0000	82	VisibleLavaOrAcid
$02/$36	B236	B243	default	878A	878A	Acid	Acid	02C1	02C1	FFFF	0000	82	VisibleLavaOrAcid
$02/$36	B236	B243	96F6	878A	878A	Acid	Acid	02C1	02C1	FFFF	0000	82	VisibleLavaOrAcid
$02/$36	B236	B243	9846	878A	878A	Acid	Acid	02C1	02C1	FFFF	0000	82	VisibleLavaOrAcid
$02/$36	B236	B243	98E2	878A	878A	Acid	Acid	02C1	02C1	FFFF	0000	82	VisibleLavaOrAcid
$02/$36	B236	B243	98FA	878A	878A	Acid	Acid	02C1	02C1	FFFF	0000	82	VisibleLavaOrAcid
$02/$37	B283	B295	default	879A	879A	Acid	Acid	02C6	02C6	FFFF	0000	82	VisibleLavaOrAcid
$02/$37	B283	B295	983A	879A	879A	Acid	Acid	02C6	02C6	FFFF	0000	82	VisibleLavaOrAcid
$02/$37	B283	B295	9A86	879A	879A	Acid	Acid	02C6	02C6	FFFF	0000	82	VisibleLavaOrAcid
$02/$37	B283	B2AF	default	879A	879A	Acid	Acid	02C6	02C6	FFFF	0000	82	VisibleLavaOrAcid
$02/$37	B283	B2AF	983A	879A	879A	Acid	Acid	02C6	02C6	FFFF	0000	82	VisibleLavaOrAcid
$02/$37	B283	B2AF	9A86	879A	879A	Acid	Acid	02C6	02C6	FFFF	0000	82	VisibleLavaOrAcid
$02/$38	B2DA	B2E7	default	87AA	87AA	Acid	Acid	00B8	00B8	FFFF	0000	82	VisibleLavaOrAcid
$02/$38	B2DA	B2E7	9906	87AA	87AA	Acid	Acid	00B8	00B8	FFFF	0000	82	VisibleLavaOrAcid
$02/$38	B2DA	B2E7	9A6E	87AA	87AA	Acid	Acid	00B8	00B8	FFFF	0000	82	VisibleLavaOrAcid
$02/$39	B305	B312	default	87BA	none	None	None	0000	0000	0000	0000	00	None
$02/$39	B305	B312	9A7A	87BA	none	None	None	0000	0000	0000	0000	00	None
$02/$3A	B32E	B340	default	87BC	87BC	Acid	Acid	0210	0210	01D0	0000	82	VisibleLavaOrAcid
$02/$3A	B32E	B340	98CA	87BC	87BC	Acid	Acid	0210	0210	01D0	0000	82	VisibleLavaOrAcid
$02/$3A	B32E	B340	9A62	87BC	87BC	Acid	Acid	0210	0210	01D0	0000	82	VisibleLavaOrAcid
$02/$3A	B32E	B35A	default	87BC	87BC	Acid	Acid	0210	0210	01D0	0000	82	VisibleLavaOrAcid
$02/$3A	B32E	B35A	98CA	87BC	87BC	Acid	Acid	0210	0210	01D0	0000	82	VisibleLavaOrAcid
$02/$3A	B32E	B35A	9A62	87BC	87BC	Acid	Acid	0210	0210	01D0	0000	82	VisibleLavaOrAcid
$02/$3B	B37A	B387	default	87CC	87CC	Acid	Acid	00D0	00D0	FFFF	0000	82	VisibleLavaOrAcid
$02/$3B	B37A	B387	98BE	87CC	87CC	Acid	Acid	00D0	00D0	FFFF	0000	82	VisibleLavaOrAcid
$02/$3B	B37A	B387	995A	87CC	87CC	Acid	Acid	00D0	00D0	FFFF	0000	82	VisibleLavaOrAcid
$02/$3C	B3A5	B3B2	default	87DC	87DC	Acid	Acid	FFFF	FFFF	FFFF	0000	02	HiddenLavaOrAcid
$02/$3C	B3A5	B3B2	985E	87DC	87DC	Acid	Acid	FFFF	FFFF	FFFF	0000	02	HiddenLavaOrAcid
$02/$3C	B3A5	B3B2	989A	87DC	87DC	Acid	Acid	FFFF	FFFF	FFFF	0000	02	HiddenLavaOrAcid
$02/$3C	B3A5	B3B2	991E	87DC	87DC	Acid	Acid	FFFF	FFFF	FFFF	0000	02	HiddenLavaOrAcid
$02/$3C	B3A5	B3B2	992A	87DC	87DC	Acid	Acid	FFFF	FFFF	FFFF	0000	02	HiddenLavaOrAcid
$02/$3C	B3A5	B3B2	9942	87DC	87DC	Acid	Acid	FFFF	FFFF	FFFF	0000	02	HiddenLavaOrAcid
$02/$3D	B3E1	B3EE	default	87EC	87EC	Acid	Acid	FFFF	FFFF	FFFF	0000	02	HiddenLavaOrAcid
$02/$3E	B40A	B417	default	87FC	87FC	Acid	Acid	FFFF	FFFF	FFFF	0000	02	HiddenLavaOrAcid
$02/$3E	B40A	B417	98EE	87FC	87FC	Acid	Acid	FFFF	FFFF	FFFF	0000	02	HiddenLavaOrAcid
$02/$3E	B40A	B417	9972	87FC	87FC	Acid	Acid	FFFF	FFFF	FFFF	0000	02	HiddenLavaOrAcid
$02/$3F	B457	B464	default	880C	880C	Acid	Acid	00E8	00E8	0010	FFE0	82	VisibleLavaOrAcid
$02/$3F	B457	B464	9912	880C	880C	Acid	Acid	00E8	00E8	0010	FFE0	82	VisibleLavaOrAcid
$02/$3F	B457	B464	998A	880C	880C	Acid	Acid	00E8	00E8	0010	FFE0	82	VisibleLavaOrAcid
$02/$40	B482	B48F	default	881C	881C	Acid	Acid	00CD	00CD	FFFF	0000	82	VisibleLavaOrAcid
$02/$40	B482	B48F	98D6	881C	881C	Acid	Acid	00CD	00CD	FFFF	0000	82	VisibleLavaOrAcid
$02/$40	B482	B48F	9A32	881C	881C	Acid	Acid	00CD	00CD	FFFF	0000	82	VisibleLavaOrAcid
$02/$41	B4AD	B4BA	default	882C	882C	Acid	Acid	FFFF	FFFF	FFFF	0000	02	HiddenLavaOrAcid
$02/$41	B4AD	B4BA	9936	882C	882C	Acid	Acid	FFFF	FFFF	FFFF	0000	02	HiddenLavaOrAcid
$02/$41	B4AD	B4BA	994E	882C	882C	Acid	Acid	FFFF	FFFF	FFFF	0000	02	HiddenLavaOrAcid
$02/$41	B4AD	B4BA	9996	882C	882C	Acid	Acid	FFFF	FFFF	FFFF	0000	02	HiddenLavaOrAcid
$02/$42	B4E5	B4F2	default	883C	884C	Acid	Acid	04E8	04E8	00D0	FF80	82	VisibleLavaOrAcid
$02/$42	B4E5	B4F2	997E	883C	884C	Acid	Acid	04E8	04E8	00D0	FF80	82	VisibleLavaOrAcid
$02/$42	B4E5	B4F2	99F6	883C	883C	Acid	Acid	00D0	00D0	FFFF	0000	82	VisibleLavaOrAcid
$02/$43	B510	B51D	default	885C	885C	Acid	Acid	FFFF	FFFF	FFFF	0000	02	HiddenLavaOrAcid
$02/$43	B510	B51D	99DE	885C	885C	Acid	Acid	FFFF	FFFF	FFFF	0000	02	HiddenLavaOrAcid
$02/$43	B510	B51D	9A56	885C	885C	Acid	Acid	FFFF	FFFF	FFFF	0000	02	HiddenLavaOrAcid
$02/$43	B510	B51D	9A92	885C	885C	Acid	Acid	FFFF	FFFF	FFFF	0000	02	HiddenLavaOrAcid
$02/$44	B55A	B567	default	886C	886C	Acid	Acid	00B3	00B3	FFFF	0000	82	VisibleLavaOrAcid
$02/$44	B55A	B567	99C6	886C	886C	Acid	Acid	00B3	00B3	FFFF	0000	82	VisibleLavaOrAcid
$02/$44	B55A	B567	9A9E	886C	886C	Acid	Acid	00B3	00B3	FFFF	0000	82	VisibleLavaOrAcid
$02/$45	B585	B592	default	887C	887C	Acid	Acid	FFFF	FFFF	FFFF	0000	02	HiddenLavaOrAcid
$02/$45	B585	B592	99A2	887C	887C	Acid	Acid	FFFF	FFFF	FFFF	0000	02	HiddenLavaOrAcid
$02/$45	B585	B592	9A26	887C	887C	Acid	Acid	FFFF	FFFF	FFFF	0000	02	HiddenLavaOrAcid
$02/$45	B585	B592	9AAA	887C	887C	Acid	Acid	FFFF	FFFF	FFFF	0000	02	HiddenLavaOrAcid
$02/$45	B585	B592	9AB6	887C	887C	Acid	Acid	FFFF	FFFF	FFFF	0000	02	HiddenLavaOrAcid
$02/$46	B5D5	B5E2	default	888C	888C	Acid	Acid	02C0	02C0	FFFF	0000	02	VisibleLavaOrAcid
$02/$46	B5D5	B5E2	99EA	888C	888C	Acid	Acid	02C0	02C0	FFFF	0000	02	VisibleLavaOrAcid
$02/$46	B5D5	B5E2	9A3E	888C	888C	Acid	Acid	02C0	02C0	FFFF	0000	02	VisibleLavaOrAcid
$02/$47	B62B	B638	default	889C	889C	Acid	Acid	FFFF	FFFF	FFFF	0000	02	HiddenLavaOrAcid
$02/$47	B62B	B638	9966	889C	889C	Acid	Acid	FFFF	FFFF	FFFF	0000	02	HiddenLavaOrAcid
$02/$47	B62B	B638	9A1A	889C	889C	Acid	Acid	FFFF	FFFF	FFFF	0000	02	HiddenLavaOrAcid
$02/$48	B656	B663	default	88AC	88AC	Acid	Acid	02D0	02D0	FFFF	0000	42	VisibleLavaOrAcid
$02/$48	B656	B663	95FA	88AC	88AC	Acid	Acid	02D0	02D0	FFFF	0000	42	VisibleLavaOrAcid
$02/$48	B656	B663	99AE	88AC	88AC	Acid	Acid	02D0	02D0	FFFF	0000	42	VisibleLavaOrAcid
$02/$49	B698	B6A5	default	88BC	88BC	Acid	Acid	00DD	00DD	FFFF	0000	82	VisibleLavaOrAcid
$02/$49	B698	B6A5	98B2	88BC	88BC	Acid	Acid	00DD	00DD	FFFF	0000	82	VisibleLavaOrAcid
$02/$4A	B6C1	B6CE	default	88CC	88CC	Acid	Acid	02DD	02DD	FFFF	0000	82	VisibleLavaOrAcid
$02/$4A	B6C1	B6CE	9882	88CC	88CC	Acid	Acid	02DD	02DD	FFFF	0000	82	VisibleLavaOrAcid
$02/$4A	B6C1	B6CE	988E	88CC	88CC	Acid	Acid	02DD	02DD	FFFF	0000	82	VisibleLavaOrAcid
$02/$4A	B6C1	B6CE	98A6	88CC	88CC	Acid	Acid	02DD	02DD	FFFF	0000	82	VisibleLavaOrAcid
$02/$4B	B6EE	B6FB	default	88DC	88DC	Fireflea	Fireflea	FFFF	FFFF	FFFF	0000	00	NonLiquidFx
$02/$4B	B6EE	B6FB	99BA	88DC	88DC	Fireflea	Fireflea	FFFF	FFFF	FFFF	0000	00	NonLiquidFx
$02/$4B	B6EE	B6FB	99D2	88DC	88DC	Fireflea	Fireflea	FFFF	FFFF	FFFF	0000	00	NonLiquidFx
$02/$4B	B6EE	B6FB	9A02	88DC	88DC	Fireflea	Fireflea	FFFF	FFFF	FFFF	0000	00	NonLiquidFx
$02/$4C	B741	B74E	default	88EC	88EC	Lava	Lava	FFFF	FFFF	FFFF	0000	01	HiddenLavaOrAcid
$02/$4C	B741	B74E	9A0E	88EC	88EC	Lava	Lava	FFFF	FFFF	FFFF	0000	01	HiddenLavaOrAcid
$03/$00	C98E	C9A0	default	9BA4	9BA4	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$00	C98E	C9A0	89FA	9BA4	9BA4	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$00	C98E	C9A0	8B32	9BA4	9BA4	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$00	C98E	C9A0	A30C	9BA4	9BA4	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$00	C98E	C9BA	default	9AC2	9AC2	None	None	01B0	01B0	FFFF	0000	00	None
$03/$00	C98E	C9BA	89FA	9AC2	9AC2	None	None	01B0	01B0	FFFF	0000	00	None
$03/$00	C98E	C9BA	8B32	9AC2	9AC2	None	None	01B0	01B0	FFFF	0000	00	None
$03/$00	C98E	C9BA	A30C	9AC2	9AC2	None	None	01B0	01B0	FFFF	0000	00	None
$03/$01	CA08	CA1A	default	9BB4	9BB4	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$01	CA08	CA1A	89D6	9BB4	9BB4	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$01	CA08	CA1A	A1F8	9BB4	9BB4	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$01	CA08	CA34	default	9AD2	9AD2	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$01	CA08	CA34	89D6	9AD2	9AD2	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$01	CA08	CA34	A1F8	9AD2	9AD2	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$02	CA52	CA64	default	9BC4	9BC4	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$02	CA52	CA64	89EE	9BC4	9BC4	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$02	CA52	CA64	A1EC	9BC4	9BC4	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$02	CA52	CA64	A228	9BC4	9BC4	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$02	CA52	CA7E	default	9AE2	9AE2	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$02	CA52	CA7E	89EE	9AE2	9AE2	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$02	CA52	CA7E	A1EC	9AE2	9AE2	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$02	CA52	CA7E	A228	9AE2	9AE2	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$03	CAAE	CAC0	default	9BD4	9BD4	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$03	CAAE	CAC0	A1D4	9BD4	9BD4	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$03	CAAE	CADA	default	9AF2	9AF2	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$03	CAAE	CADA	A1D4	9AF2	9AF2	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$04	CAF6	CB08	default	9BE4	9BE4	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$04	CAF6	CB08	A1BC	9BE4	9BE4	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$04	CAF6	CB08	A1C8	9BE4	9BE4	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$04	CAF6	CB08	A294	9BE4	9BE4	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$04	CAF6	CB08	A2D0	9BE4	9BE4	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$04	CAF6	CB08	A2E8	9BE4	9BE4	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$04	CAF6	CB08	A2F4	9BE4	9BE4	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$04	CAF6	CB08	A318	9BE4	9BE4	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$04	CAF6	CB22	default	9B02	9B02	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$04	CAF6	CB22	A1BC	9B02	9B02	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$04	CAF6	CB22	A1C8	9B02	9B02	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$04	CAF6	CB22	A294	9B02	9B02	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$04	CAF6	CB22	A2D0	9B02	9B02	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$04	CAF6	CB22	A2E8	9B02	9B02	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$04	CAF6	CB22	A2F4	9B02	9B02	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$04	CAF6	CB22	A318	9B02	9B02	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$05	CB8B	CB9D	default	9BF4	9BF4	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$05	CB8B	CB9D	A270	9BF4	9BF4	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$05	CB8B	CB9D	A2DC	9BF4	9BF4	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$05	CB8B	CBB7	default	9B12	9B12	Water	Water	00A8	00A8	FFFF	0000	03	VisibleWater
$03/$05	CB8B	CBB7	A270	9B12	9B12	Water	Water	00A8	00A8	FFFF	0000	03	VisibleWater
$03/$05	CB8B	CBB7	A2DC	9B12	9B12	Water	Water	00A8	00A8	FFFF	0000	03	VisibleWater
$03/$06	CBD5	CBE7	default	9C04	9C04	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$06	CBD5	CBE7	8A66	9C04	9C04	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$06	CBD5	CBE7	A258	9C04	9C04	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$06	CBD5	CBE7	A288	9C04	9C04	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$06	CBD5	CC01	default	9B22	9B22	Water	Water	02A8	02A8	FFFF	0000	03	VisibleWater
$03/$06	CBD5	CC01	8A66	9B22	9B22	Water	Water	02A8	02A8	FFFF	0000	03	VisibleWater
$03/$06	CBD5	CC01	A258	9B22	9B22	Water	Water	02A8	02A8	FFFF	0000	03	VisibleWater
$03/$06	CBD5	CC01	A288	9B22	9B22	Water	Water	02A8	02A8	FFFF	0000	03	VisibleWater
$03/$07	CC27	CC39	default	9C14	9C14	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$07	CC27	CC39	A27C	9C14	9C14	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$07	CC27	CC53	default	9B32	9B32	Water	Water	00B0	00B0	FFFF	0000	83	VisibleWater
$03/$07	CC27	CC53	A27C	9B32	9B32	Water	Water	00B0	00B0	FFFF	0000	83	VisibleWater
$03/$08	CC6F	CC81	default	9C24	9C24	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$08	CC6F	CC81	A21C	9C24	9C24	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$08	CC6F	CC81	A2B8	9C24	9C24	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$08	CC6F	CC81	A2C4	9C24	9C24	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$08	CC6F	CC9B	default	9B42	9B42	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$08	CC6F	CC9B	A21C	9B42	9B42	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$08	CC6F	CC9B	A2B8	9B42	9B42	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$08	CC6F	CC9B	A2C4	9B42	9B42	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$09	CCCB	CCDD	default	9C34	9C34	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$09	CCCB	CCDD	A2A0	9C34	9C34	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$09	CCCB	CCF7	default	9B52	9B52	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$09	CCCB	CCF7	A2A0	9B52	9B52	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$0A	CD13	CD25	default	9C44	9C44	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$0A	CD13	CD25	A2AC	9C44	9C44	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$0A	CD13	CD3F	default	9B62	none	None	None	0000	0000	0000	0000	00	None
$03/$0A	CD13	CD3F	A2AC	9B62	none	None	None	0000	0000	0000	0000	00	None
$03/$0B	CD5C	CD6E	default	9C54	9C54	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$0B	CD5C	CD6E	A204	9C54	9C54	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$0B	CD5C	CD6E	A24C	9C54	9C54	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$0B	CD5C	CD88	default	9B64	9B64	Water	Water	00A8	00A8	FFFF	0000	03	VisibleWater
$03/$0B	CD5C	CD88	A204	9B64	9B64	Water	Water	00A8	00A8	FFFF	0000	03	VisibleWater
$03/$0B	CD5C	CD88	A24C	9B64	9B64	Water	Water	00A8	00A8	FFFF	0000	03	VisibleWater
$03/$0C	CDA8	CDBA	default	9C64	9C64	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$0C	CDA8	CDBA	A210	9C64	9C64	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$0C	CDA8	CDD4	default	9B74	9B74	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$0C	CDA8	CDD4	A210	9B74	9B74	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$0D	CDF1	CE03	default	9C74	9C74	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$0D	CDF1	CE03	A234	9C74	9C74	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$0D	CDF1	CE1D	default	9B84	9B84	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$0D	CDF1	CE1D	A234	9B84	9B84	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$0E	CE40	CE52	default	9C74	9C74	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$0E	CE40	CE52	8A06	9C74	9C74	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$0E	CE40	CE52	A1A4	9C74	9C74	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$0E	CE40	CE6C	default	9B94	9B94	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$0E	CE40	CE6C	8A06	9B94	9B94	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$0E	CE40	CE6C	A1A4	9B94	9B94	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$0F	CE8A	CE9C	default	9C74	9C74	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$0F	CE8A	CE9C	A240	9C74	9C74	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$0F	CE8A	CEB6	default	9B94	9B94	None	None	FFFF	FFFF	FFFF	0000	00	None
$03/$0F	CE8A	CEB6	A240	9B94	9B94	None	None	FFFF	FFFF	FFFF	0000	00	None
$04/$00	CED2	CEDF	default	9C84	9C84	Water	Water	0010	0010	FFFF	0000	82	VisibleWater
$04/$00	CED2	CEDF	A354	9C84	9C84	Water	Water	0010	0010	FFFF	0000	82	VisibleWater
$04/$01	CEFB	CF0D	default	9C94	9C94	Water	Water	0010	0010	FFFF	0000	84	VisibleWater
$04/$01	CEFB	CF0D	A324	9C94	9C94	Water	Water	0010	0010	FFFF	0000	84	VisibleWater
$04/$01	CEFB	CF0D	A360	9C94	9C94	Water	Water	0010	0010	FFFF	0000	84	VisibleWater
